symbol,date,close,high,low,open
AAPL,2021-01-26 16:40:00+00:00,142.025,142.27,142.025,142.26
AAPL,2021-01-26 16:45:00+00:00,141.995,142.14,141.93,142.015
AAPL,2021-01-26 16:50:00+00:00,142.04,142.315,141.97,141.97
AAPL,2021-01-26 16:55:00+00:00,141.92,142.085,141.85,142.05
AAPL,2021-01-26 17:00:00+00:00,142.14,142.27,141.92,141.92
AAPL,2021-01-26 17:05:00+00:00,142.175,142.21,142.04,142.145
AAPL,2021-01-26 17:10:00+00:00,142.235,142.245,141.995,142.18
AAPL,2021-01-26 17:15:00+00:00,142.335,142.44,142.22,142.235
AAPL,2021-01-26 17:20:00+00:00,142.15,142.345,142.11,142.325
AAPL,2021-01-26 17:25:00+00:00,142.405,142.415,142.16,142.21
AAPL,2021-01-26 17:30:00+00:00,142.36,142.41,142.32,142.405
AAPL,2021-01-26 17:35:00+00:00,142.22,142.375,142.15,142.33
AAPL,2021-01-26 17:40:00+00:00,142.055,142.31,142.05,142.22
AAPL,2021-01-26 17:45:00+00:00,142.25,142.25,141.94,142.045
AAPL,2021-01-26 17:50:00+00:00,142.165,142.285,142.15,142.25
AAPL,2021-01-26 17:55:00+00:00,142.18,142.245,142.01,142.155
AAPL,2021-01-26 18:00:00+00:00,142.095,142.245,142.025,142.21
AAPL,2021-01-26 18:05:00+00:00,142.225,142.23,142.025,142.085
AAPL,2021-01-26 18:10:00+00:00,142.37,142.455,142.195,142.225
AAPL,2021-01-26 18:15:00+00:00,142.5,142.65,142.41,142.41
AAPL,2021-01-26 18:20:00+00:00,142.41,142.535,142.345,142.48
AAPL,2021-01-26 18:25:00+00:00,142.505,142.585,142.375,142.405
AAPL,2021-01-26 18:30:00+00:00,142.7,142.81,142.5,142.5
AAPL,2021-01-26 18:35:00+00:00,142.87,142.925,142.56,142.68
AAPL,2021-01-26 18:40:00+00:00,143.13,143.16,142.815,142.87
AAPL,2021-01-26 18:45:00+00:00,143.06,143.2,142.86,143.13
AAPL,2021-01-26 18:50:00+00:00,142.9,143.1,142.84,143.1
AAPL,2021-01-26 18:55:00+00:00,142.935,143.015,142.79,142.915
AAPL,2021-01-26 19:00:00+00:00,143.015,143.03,142.79,142.98
AAPL,2021-01-26 19:05:00+00:00,143.115,143.15,142.95,142.98
AAPL,2021-01-26 19:10:00+00:00,143.335,143.37,143.12,143.12
AAPL,2021-01-26 19:15:00+00:00,143.135,143.33,143.13,143.33
AAPL,2021-01-26 19:20:00+00:00,143.08,143.225,143.03,143.13
AAPL,2021-01-26 19:25:00+00:00,142.97,143.115,142.81,143.07
AAPL,2021-01-26 19:30:00+00:00,143.05,143.115,142.95,142.98
AAPL,2021-01-26 19:35:00+00:00,142.91,143.08,142.91,143.075
AAPL,2021-01-26 19:40:00+00:00,143.02,143.055,142.86,142.92
AAPL,2021-01-26 19:45:00+00:00,142.87,143.02,142.82,143.02
AAPL,2021-01-26 19:50:00+00:00,142.81,142.925,142.65,142.89
AAPL,2021-01-26 19:55:00+00:00,142.92,142.935,142.775,142.8
AAPL,2021-01-26 20:00:00+00:00,142.86,142.91,142.78,142.91
AAPL,2021-01-26 20:05:00+00:00,143.0,143.0,142.84,142.88
AAPL,2021-01-26 20:10:00+00:00,142.93,143.06,142.93,143.0
AAPL,2021-01-26 20:15:00+00:00,142.91,142.96,142.84,142.93
AAPL,2021-01-26 20:20:00+00:00,142.95,142.98,142.78,142.91
AAPL,2021-01-26 20:25:00+00:00,143.1,143.12,142.885,142.965
AAPL,2021-01-26 20:30:00+00:00,143.08,143.19,143.025,143.09
AAPL,2021-01-26 20:35:00+00:00,142.94,143.195,142.9,143.09
AAPL,2021-01-26 20:40:00+00:00,143.21,143.23,142.94,142.95
AAPL,2021-01-26 20:45:00+00:00,143.095,143.315,143.085,143.21
AAPL,2021-01-26 20:50:00+00:00,143.07,143.255,142.895,143.105
AAPL,2021-01-26 20:55:00+00:00,143.25,143.3,143.005,143.08
AAPL,2021-01-26 21:00:00+00:00,143.25,143.25,143.25,143.25
AAPL,2021-01-27 14:30:00+00:00,142.5,143.815,141.9,143.41
AAPL,2021-01-27 14:35:00+00:00,142.22,142.695,141.48,142.59
AAPL,2021-01-27 14:40:00+00:00,142.725,142.75,141.96,142.08
AAPL,2021-01-27 14:45:00+00:00,142.25,143.0,141.99,142.73
AAPL,2021-01-27 14:50:00+00:00,141.925,142.7,141.75,142.235
AAPL,2021-01-27 14:55:00+00:00,142.785,142.98,141.86,141.9
AAPL,2021-01-27 15:00:00+00:00,143.89,143.89,142.77,142.77
AAPL,2021-01-27 15:05:00+00:00,143.73,144.25,143.57,143.9
AAPL,2021-01-27 15:10:00+00:00,143.135,143.87,143.135,143.73
AAPL,2021-01-27 15:15:00+00:00,143.51,143.695,143.06,143.11
AAPL,2021-01-27 15:20:00+00:00,143.89,143.96,143.51,143.535
AAPL,2021-01-27 15:25:00+00:00,143.5,143.91,143.49,143.88
AAPL,2021-01-27 15:30:00+00:00,143.265,143.76,142.8,143.43
AAPL,2021-01-27 15:35:00+00:00,143.15,143.45,143.005,143.265
AAPL,2021-01-27 15:40:00+00:00,143.37,143.5,142.995,143.18
AAPL,2021-01-27 15:45:00+00:00,143.525,143.66,143.26,143.39
AAPL,2021-01-27 15:50:00+00:00,143.51,143.6,143.205,143.52
AAPL,2021-01-27 15:55:00+00:00,143.3,143.6,143.28,143.49
AAPL,2021-01-27 16:00:00+00:00,143.22,143.385,143.12,143.32
AAPL,2021-01-27 16:05:00+00:00,143.11,143.245,142.9,143.195
AAPL,2021-01-27 16:10:00+00:00,143.125,143.135,142.905,143.1
AAPL,2021-01-27 16:15:00+00:00,142.9,143.27,142.77,143.125
AAPL,2021-01-27 16:20:00+00:00,142.85,142.93,142.68,142.9
AAPL,2021-01-27 16:25:00+00:00,142.57,142.83,142.45,142.79
AAPL,2021-01-27 16:30:00+00:00,141.975,142.68,141.945,142.55
AAPL,2021-01-27 16:35:00+00:00,142.72,142.78,141.97,141.97
AAPL,2021-01-27 16:40:00+00:00,142.32,142.87,142.31,142.72
AAPL,2021-01-27 16:45:00+00:00,142.065,142.425,141.93,142.32
AAPL,2021-01-27 16:50:00+00:00,142.355,142.5,142.075,142.075
AAPL,2021-01-27 16:55:00+00:00,141.85,142.38,141.85,142.33
AAPL,2021-01-27 17:00:00+00:00,141.85,142.07,141.78,141.88
AAPL,2021-01-27 17:05:00+00:00,142.33,142.42,141.845,141.845
AAPL,2021-01-27 17:10:00+00:00,142.79,142.79,142.315,142.325
AAPL,2021-01-27 17:15:00+00:00,143.14,143.175,142.78,142.82
AAPL,2021-01-27 17:20:00+00:00,143.215,143.34,143.06,143.14
AAPL,2021-01-27 17:25:00+00:00,143.315,143.53,143.15,143.22
AAPL,2021-01-27 17:30:00+00:00,143.015,143.4,142.865,143.305
AAPL,2021-01-27 17:35:00+00:00,143.06,143.135,142.745,143.015
AAPL,2021-01-27 17:40:00+00:00,143.265,143.315,143.035,143.075
AAPL,2021-01-27 17:45:00+00:00,143.0,143.29,142.91,143.25
AAPL,2021-01-27 17:50:00+00:00,143.14,143.31,142.93,143.0
AAPL,2021-01-27 17:55:00+00:00,143.33,143.33,143.09,143.135
AAPL,2021-01-27 18:00:00+00:00,143.4,143.42,143.1,143.33
AAPL,2021-01-27 18:05:00+00:00,143.23,143.41,143.135,143.4
AAPL,2021-01-27 18:10:00+00:00,142.99,143.26,142.925,143.235
AAPL,2021-01-27 18:15:00+00:00,143.135,143.22,142.985,142.99
AAPL,2021-01-27 18:20:00+00:00,143.09,143.175,143.01,143.13
AAPL,2021-01-27 18:25:00+00:00,143.27,143.415,143.08,143.09
AAPL,2021-01-27 18:30:00+00:00,143.245,143.405,143.17,143.265
AAPL,2021-01-27 18:35:00+00:00,143.2,143.33,143.115,143.245
AAPL,2021-01-27 18:40:00+00:00,143.11,143.29,143.11,143.185
AAPL,2021-01-27 18:45:00+00:00,143.29,143.355,143.06,143.075
AAPL,2021-01-27 18:50:00+00:00,143.405,143.405,143.12,143.285
AAPL,2021-01-27 18:55:00+00:00,143.39,143.65,143.21,143.405
AAPL,2021-01-27 19:00:00+00:00,143.75,143.79,143.39,143.39
AAPL,2021-01-27 19:05:00+00:00,143.775,143.84,143.63,143.8
AAPL,2021-01-27 19:10:00+00:00,143.98,143.99,143.78,143.835
AAPL,2021-01-27 19:15:00+00:00,143.5,143.99,143.36,143.98
AAPL,2021-01-27 19:20:00+00:00,143.18,143.51,143.04,143.49
AAPL,2021-01-27 19:25:00+00:00,142.89,143.19,142.72,143.18
AAPL,2021-01-27 19:30:00+00:00,142.395,142.985,142.315,142.79
AAPL,2021-01-27 19:35:00+00:00,142.095,142.77,142.085,142.38
AAPL,2021-01-27 19:40:00+00:00,142.605,142.82,142.0,142.09
AAPL,2021-01-27 19:45:00+00:00,141.85,142.685,141.8,142.61
AAPL,2021-01-27 19:50:00+00:00,141.74,142.06,141.27,141.88
AAPL,2021-01-27 19:55:00+00:00,141.775,142.16,141.51,141.65
AAPL,2021-01-27 20:00:00+00:00,142.235,142.395,141.49,141.76
AAPL,2021-01-27 20:05:00+00:00,141.645,142.39,141.61,142.245
AAPL,2021-01-27 20:10:00+00:00,141.97,142.04,141.49,141.655
AAPL,2021-01-27 20:15:00+00:00,141.895,142.075,141.62,141.93
AAPL,2021-01-27 20:20:00+00:00,141.78,142.14,141.64,141.88
AAPL,2021-01-27 20:25:00+00:00,141.65,142.09,141.41,141.78
AAPL,2021-01-27 20:30:00+00:00,140.86,141.68,140.79,141.635
AAPL,2021-01-27 20:35:00+00:00,141.06,141.22,140.43,140.85
AAPL,2021-01-27 20:40:00+00:00,141.295,141.47,140.75,141.035
AAPL,2021-01-27 20:45:00+00:00,141.49,141.835,140.895,141.29
AAPL,2021-01-27 20:50:00+00:00,141.83,142.06,141.305,141.5
AAPL,2021-01-27 20:55:00+00:00,142.46,142.49,141.87,142.06
AAPL,2021-01-27 21:00:00+00:00,142.05,142.61,142.05,142.48
AAPL,2021-01-28 14:30:00+00:00,139.005,140.0,138.82,139.51
AAPL,2021-01-28 14:35:00+00:00,138.565,139.49,138.51,139.01
AAPL,2021-01-28 14:40:00+00:00,139.59,139.82,138.01,138.63
AAPL,2021-01-28 14:45:00+00:00,139.15,139.54,139.03,139.52
AAPL,2021-01-28 14:50:00+00:00,138.435,139.47,138.0,139.14
AAPL,2021-01-28 14:55:00+00:00,138.24,138.77,138.185,138.44
AAPL,2021-01-28 15:00:00+00:00,138.67,138.93,138.0,138.31
AAPL,2021-01-28 15:05:00+00:00,138.37,139.1,138.28,138.805
AAPL,2021-01-28 15:10:00+00:00,139.36,139.36,138.27,138.36
AAPL,2021-01-28 15:15:00+00:00,140.25,140.3,139.27,139.45
AAPL,2021-01-28 15:20:00+00:00,139.45,140.29,139.43,140.245
AAPL,2021-01-28 15:25:00+00:00,139.62,139.84,139.37,139.47
AAPL,2021-01-28 15:30:00+00:00,139.89,140.09,139.44,139.69
AAPL,2021-01-28 15:35:00+00:00,139.54,140.17,139.49,139.88
AAPL,2021-01-28 15:40:00+00:00,138.9,139.6,138.52,139.51
AAPL,2021-01-28 15:45:00+00:00,139.465,139.47,138.78,138.92
AAPL,2021-01-28 15:50:00+00:00,139.2,139.62,139.03,139.465
AAPL,2021-01-28 15:55:00+00:00,139.22,139.46,138.91,139.21
AAPL,2021-01-28 16:00:00+00:00,139.085,139.42,139.0,139.29
AAPL,2021-01-28 16:05:00+00:00,139.59,139.68,139.02,139.08
AAPL,2021-01-28 16:10:00+00:00,139.535,139.86,139.46,139.59
AAPL,2021-01-28 16:15:00+00:00,139.66,140.025,139.46,139.54
AAPL,2021-01-28 16:20:00+00:00,139.2,139.65,138.925,139.65
AAPL,2021-01-28 16:25:00+00:00,138.96,139.28,138.87,139.2
AAPL,2021-01-28 16:30:00+00:00,138.95,139.24,138.85,138.945
AAPL,2021-01-28 16:35:00+00:00,138.735,139.12,138.7,138.955
AAPL,2021-01-28 16:40:00+00:00,138.75,138.87,138.58,138.735
AAPL,2021-01-28 16:45:00+00:00,138.78,138.88,138.49,138.755
AAPL,2021-01-28 16:50:00+00:00,138.865,139.015,138.775,138.795
AAPL,2021-01-28 16:55:00+00:00,139.09,139.09,138.72,138.89
AAPL,2021-01-28 17:00:00+00:00,139.65,139.69,139.01,139.07
AAPL,2021-01-28 17:05:00+00:00,140.03,140.03,139.59,139.62
AAPL,2021-01-28 17:10:00+00:00,140.725,140.74,139.985,140.075
AAPL,2021-01-28 17:15:00+00:00,141.39,141.5,140.7,140.755
AAPL,2021-01-28 17:20:00+00:00,141.915,141.99,141.39,141.39
AAPL,2021-01-28 17:25:00+00:00,141.165,141.915,140.96,141.91
AAPL,2021-01-28 17:30:00+00:00,141.35,141.465,140.99,141.21
AAPL,2021-01-28 17:35:00+00:00,141.02,141.605,140.87,141.4
AAPL,2021-01-28 17:40:00+00:00,141.11,141.17,140.69,141.025
AAPL,2021-01-28 17:45:00+00:00,141.285,141.47,140.89,140.98
AAPL,2021-01-28 17:50:00+00:00,140.925,141.38,140.84,141.29
AAPL,2021-01-28 17:55:00+00:00,140.705,141.005,140.63,140.9
AAPL,2021-01-28 18:00:00+00:00,140.88,140.93,140.69,140.715
AAPL,2021-01-28 18:05:00+00:00,140.405,140.89,140.27,140.89
AAPL,2021-01-28 18:10:00+00:00,140.315,140.58,140.035,140.41
AAPL,2021-01-28 18:15:00+00:00,140.255,140.68,140.1,140.295
AAPL,2021-01-28 18:20:00+00:00,140.595,140.625,139.92,140.255
AAPL,2021-01-28 18:25:00+00:00,140.16,140.67,140.11,140.63
AAPL,2021-01-28 18:30:00+00:00,140.495,140.55,140.1,140.19
AAPL,2021-01-28 18:35:00+00:00,140.235,140.47,140.195,140.47
AAPL,2021-01-28 18:40:00+00:00,140.45,140.475,140.12,140.23
AAPL,2021-01-28 18:45:00+00:00,140.375,140.48,140.3,140.455
AAPL,2021-01-28 18:50:00+00:00,140.22,140.405,140.035,140.39
AAPL,2021-01-28 18:55:00+00:00,140.22,140.34,140.05,140.23
AAPL,2021-01-28 19:00:00+00:00,140.155,140.335,140.155,140.215
AAPL,2021-01-28 19:05:00+00:00,139.72,140.265,139.59,140.175
AAPL,2021-01-28 19:10:00+00:00,139.28,139.73,139.23,139.72
AAPL,2021-01-28 19:15:00+00:00,139.375,139.495,139.05,139.295
AAPL,2021-01-28 19:20:00+00:00,139.47,139.58,139.19,139.37
AAPL,2021-01-28 19:25:00+00:00,139.79,139.87,139.47,139.47
AAPL,2021-01-28 19:30:00+00:00,139.78,139.85,139.58,139.8
AAPL,2021-01-28 19:35:00+00:00,139.52,139.85,139.41,139.84
AAPL,2021-01-28 19:40:00+00:00,139.4,139.7,139.31,139.53
AAPL,2021-01-28 19:45:00+00:00,139.43,139.5,139.27,139.405
AAPL,2021-01-28 19:50:00+00:00,139.16,139.455,139.15,139.435
AAPL,2021-01-28 19:55:00+00:00,139.315,139.48,139.06,139.17
AAPL,2021-01-28 20:00:00+00:00,139.08,139.31,138.83,139.29
AAPL,2021-01-28 20:05:00+00:00,139.01,139.18,138.95,139.05
AAPL,2021-01-28 20:10:00+00:00,139.2,139.31,138.94,139.02
AAPL,2021-01-28 20:15:00+00:00,138.74,139.21,138.74,139.2
AAPL,2021-01-28 20:20:00+00:00,138.745,138.955,138.6,138.74
AAPL,2021-01-28 20:25:00+00:00,138.305,138.865,138.3,138.78
AAPL,2021-01-28 20:30:00+00:00,138.16,138.545,137.955,138.305
AAPL,2021-01-28 20:35:00+00:00,138.21,138.29,137.89,138.14
AAPL,2021-01-28 20:40:00+00:00,138.035,138.36,137.775,138.2
AAPL,2021-01-28 20:45:00+00:00,137.91,138.07,137.58,138.03
AAPL,2021-01-28 20:50:00+00:00,137.205,137.99,137.145,137.87
AAPL,2021-01-28 20:55:00+00:00,136.72,137.375,136.72,137.115
AAPL,2021-01-28 21:00:00+00:00,136.72,136.72,136.72,136.72
AAPL,2021-01-29 14:30:00+00:00,136.62,136.71,135.55,135.75
AAPL,2021-01-29 14:35:00+00:00,134.91,136.715,134.06,136.715
AAPL,2021-01-29 14:40:00+00:00,134.78,134.93,133.81,134.8
AAPL,2021-01-29 14:45:00+00:00,134.62,135.035,134.33,134.64
AAPL,2021-01-29 14:50:00+00:00,134.245,135.03,134.22,134.61
AAPL,2021-01-29 14:55:00+00:00,135.09,135.22,134.25,134.255
AAPL,2021-01-29 15:00:00+00:00,134.905,135.27,134.82,135.14
AAPL,2021-01-29 15:05:00+00:00,134.54,134.88,133.9,134.88
AAPL,2021-01-29 15:10:00+00:00,134.78,135.035,134.43,134.44
AAPL,2021-01-29 15:15:00+00:00,134.69,134.99,134.5,134.785
AAPL,2021-01-29 15:20:00+00:00,135.52,135.57,134.68,134.7
AAPL,2021-01-29 15:25:00+00:00,135.09,135.57,135.08,135.475
AAPL,2021-01-29 15:30:00+00:00,135.07,135.44,134.84,135.09
AAPL,2021-01-29 15:35:00+00:00,134.8,135.09,134.65,135.05
AAPL,2021-01-29 15:40:00+00:00,134.2,134.875,134.2,134.805
AAPL,2021-01-29 15:45:00+00:00,134.23,134.45,133.98,134.205
AAPL,2021-01-29 15:50:00+00:00,133.985,134.24,133.84,134.21
AAPL,2021-01-29 15:55:00+00:00,134.13,134.33,133.98,133.98
AAPL,2021-01-29 16:00:00+00:00,133.595,134.31,133.34,134.11
AAPL,2021-01-29 16:05:00+00:00,132.905,133.665,132.87,133.595
AAPL,2021-01-29 16:10:00+00:00,132.29,132.99,132.09,132.895
AAPL,2021-01-29 16:15:00+00:00,132.67,132.925,132.25,132.28
AAPL,2021-01-29 16:20:00+00:00,132.4,132.695,131.88,132.68
AAPL,2021-01-29 16:25:00+00:00,132.205,132.82,131.95,132.335
